beer_name,review_overall,review_aroma,review_appearance,review_palate,review_taste,beer_abv,beer_style,brewery_name,review_count,style_embed
Harpoon Spring Maibock,4.5,4.125,4.5,3.875,4.75,5.8,Maibock / Helles Bock,Harpoon Brewery,4,0.46534162759780884
Harpoon Summer Beer,3.8987915407854983,3.40785498489426,3.6510574018126887,3.6148036253776437,3.5604229607250755,5.5,Kölsch,Harpoon Brewery,331,0.5499070882797241
Harpoon Tripel,3.5,4.0,4.0,3.0,3.5,9.0,Tripel,Harpoon Brewery,1,0.4301151633262634
Harpoon Union Street Revival Ale (100 Barrel Series #07),3.933333333333333,3.8777777777777778,4.055555555555555,3.9,3.8666666666666667,6.6,Extra Special / Strong Bitter (ESB),Harpoon Brewery,45,0.13803312182426453
Harpoon Vermont Spruce Tip Ale (100 Barrel Series #39),3.661290322580645,3.3870967741935485,3.725806451612903,3.661290322580645,3.661290322580645,7.0,Herbed / Spiced Beer,Harpoon Brewery,31,0.009793311357498169
Harpoon Weizenbock (100 Barrel Series #21),3.76875,3.825,3.525,3.6375,3.73125,7.8,Weizenbock,Harpoon Brewery,80,0.5409967303276062
Harpoon Wild Ale,4.5,4.25,4.25,4.0,4.5,5.0,American Wild Ale,Harpoon Brewery,2,-0.33344998955726624
Harpoon Wild Hibernian,4.5,4.5,4.0,4.25,4.25,6.3,American Wild Ale,Harpoon Brewery,2,-0.33344998955726624
Harpoon Winter Warmer,3.0203915171288744,3.3882544861337682,3.4926590538336053,3.0840130505709626,3.0138662316476346,5.5,Winter Warmer,Harpoon Brewery,613,0.2362152636051178
Harpoon Wit Beer (100 Barrel Series #02),4.069444444444445,3.9722222222222223,4.027777777777778,4.055555555555555,4.013888888888889,4.5,Witbier,Harpoon Brewery,36,0.44524097442626953
Harrier Lite,2.5,2.5,4.0,3.5,3.5,3.5,English Bitter,Cotleigh Brewery,1,0.18195044994354248
Harringtons Kiwi Draught,3.0,3.0,3.5,3.0,3.0,4.0,American Amber / Red Lager,Harrington's Breweries,1,-0.13555514812469482
Harrison's Pale Ale,4.0,4.5,4.0,4.0,4.0,5.2155555555555555,American Pale Ale (APA),Harrison's Brewery and Restaurant,1,-0.3648636043071747
Harrison's Red,3.1666666666666665,3.3333333333333335,3.8333333333333335,3.5,3.1666666666666665,5.84,American Amber / Red Ale,Harrison's Brewery and Restaurant,3,-0.3161865174770355
Harrison's Wheat,3.1666666666666665,2.8333333333333335,2.8333333333333335,3.6666666666666665,3.0,5.071428571428571,American Pale Wheat Ale,Harrison's Brewery and Restaurant,3,-0.30808117985725403
Harrods Knightsbridge 1849 Lager,3.0,3.0,3.0833333333333335,3.1666666666666665,3.1666666666666665,5.599999999999999,American Adjunct Lager,Hofmark Brauerei,6,0.043954282999038696
Harry's Hogg Chilli Beer,1.0,1.25,1.5,1.25,1.0,4.5,Chile Beer,Lovely Valley Beverage Factory,2,-0.06555026769638062
Harten Troef,4.0,4.0,3.5,4.0,4.0,6.8,Belgian Strong Pale Ale,Brouwerij Angerik BVBA,1,-0.18522727489471436
Hartinger Öko Dunkel,2.0,2.5,3.0,3.0,2.5,4.5,Munich Dunkel Lager,Hotel Der Waldkater,1,0.2676950991153717
Hartinger Öko Pils,2.0,2.5,3.0,3.5,3.0,4.2,German Pilsener,Hotel Der Waldkater,1,0.5836557149887085
Hartington Bitter,4.0,3.5,4.5,4.5,4.0,4.0,English Bitter,Whim Ales,1,0.18195044994354248
Hartmann Amber Marzen,4.25,4.25,3.75,4.0,4.25,5.94,Märzen / Oktoberfest,Brauerei Gasthof Hartmann,2,0.37413153052330017
Hartmann Bockbier,5.0,4.5,3.5,5.0,5.0,7.039999999999999,Bock,Brauerei Gasthof Hartmann,1,0.4529855251312256
Hartmann Edelpils,3.0,2.75,2.75,2.75,2.5,4.9,German Pilsener,Brauerei Gasthof Hartmann,2,0.5836557149887085
Hartmann Erbschänk 1550,4.0,3.5,4.166666666666667,3.8333333333333335,3.8333333333333335,5.1,Schwarzbier,Brauerei Gasthof Hartmann,3,0.5450350046157837
Hartmann Felsenkeller,4.166666666666667,3.8333333333333335,3.8333333333333335,3.8333333333333335,4.0,5.28,Keller Bier / Zwickel Bier,Brauerei Gasthof Hartmann,3,0.38775020837783813
Hartmann Felsentrunk,3.625,3.375,3.75,3.625,3.75,5.92,Rauchbier,Brauerei Gasthof Hartmann,4,0.4944654703140259
Hartmann Felsenweiße,3.5,2.5,3.5,3.5,3.5,5.0200000000000005,Hefeweizen,Brauerei Gasthof Hartmann,1,0.6190725564956665
Hartmann Festbier,3.5,3.0,3.5,3.5,3.0,6.24,Märzen / Oktoberfest,Brauerei Gasthof Hartmann,1,0.3741315007209778
Harukaze,2.0,3.0,3.0,2.5,2.5,6.7,Scottish Gruit / Ancient Herbed Ale,Dave's BrewFarm,1,-0.20062407851219177
Haruki's Rice Rocket,2.5,3.0,3.0,2.0,3.0,10.08,American Malt Liquor,Port Brewing Company / Pizza Port,1,-0.0027532577514648438
Harvard 1636 Ale,3.5,4.0,3.5,4.5,4.0,5.66,American Brown Ale,Harpoon Brewery,1,-0.33238479495048523
Harvard De Garde,4.0,4.0,4.0,4.0,4.0,7.9,Bière de Garde,John Harvard's Brewery & Ale House,1,0.4200810194015503
Harvard Light,3.0,3.0,3.0,3.0,3.5,4.96,American Pale Lager,John Harvard's Brewery & Ale House,1,-0.09554329514503479
Harvard Pale Ale,4.0,4.0,3.5,4.0,4.0,5.2155555555555555,American Pale Ale (APA),John Harvard's Brewery & Ale House,1,-0.3648636043071747
Harvard Square Helles,4.125,3.5,3.5,3.875,4.0,5.4,Munich Helles Lager,John Harvard's Brewery & Ale House,4,0.29436808824539185
Harvest,3.759656652360515,3.532188841201717,3.7124463519313307,3.504291845493562,3.5858369098712446,4.6,American Brown Ale,Long Trail Brewing Co.,233,-0.33238479495048523
Harvest 2010,2.75,2.25,3.5,3.25,2.5,6.0,American Amber / Red Ale,Brasserie Dunham,2,-0.3161865174770355
Harvest Ale,4.002890173410405,3.8309248554913293,3.901252408477842,3.7870905587668595,3.8916184971098264,6.254170755642787,Extra Special / Strong Bitter (ESB),Southern Tier Brewing Company,1038,0.13803312182426453
Harvest Ale #3,3.8333333333333335,2.6666666666666665,3.3333333333333335,3.3333333333333335,2.8333333333333335,6.2,American IPA,Walldorff Brewpub and Bistro,3,-0.28257158398628235
Harvest Ale Cuvee Speciale',4.0,4.0,4.0,3.5,4.0,11.0,American Wild Ale,Bristol Brewing Company,1,-0.33344998955726624
Harvest Dance,3.9972826086956523,4.0625,4.228260869565218,3.9347826086956523,4.084239130434782,9.1,Wheatwine,Boulevard Brewing Co.,184,0.09056639671325684
Harvest Fest,4.0,3.8333333333333335,3.8333333333333335,3.6666666666666665,3.8333333333333335,4.6,Märzen / Oktoberfest,Smoky Mountain Brewery & Restaurant,3,0.37413153052330017
Harvest Hefeweizen,3.391304347826087,3.369565217391304,3.5217391304347827,3.3260869565217392,3.282608695652174,4.895652173913044,Hefeweizen,BJ's Restaurant & Brewhouse,23,0.6190725564956665
Harvest India Pale Ale,4.0,3.857142857142857,4.071428571428571,4.214285714285714,4.0,6.8,American IPA,Moylan's Brewery,7,-0.28257158398628235
Harvest Lager,4.0,3.6666666666666665,3.8333333333333335,3.6666666666666665,3.6666666666666665,5.8,Märzen / Oktoberfest,Bushwakker Brewing Company,3,0.3741315007209778
Harvest Mild Ale,3.0,3.0,3.0,3.0,3.0,4.0,American Brown Ale,Squatters Pub Brewery,1,-0.33238479495048523
Harvest Moon,4.0,3.5,3.5,4.25,4.0,6.0,American Pale Wheat Ale,Lunar Brewing,2,-0.30808117985725403
Harvest Moon Oatmeal Stout,2.5833333333333335,2.6666666666666665,2.9166666666666665,2.6666666666666665,2.75,6.68,Oatmeal Stout,Mackinaw Brewing Company,6,-0.09642744064331055
Harvest Moon Organic Beer,2.0,2.0,1.5,3.0,2.5,4.6,Euro Pale Lager,Gulf Brewery,1,0.1341695338487625
Harvest Moon Wheat,3.5,3.0,4.0,3.5,3.5,3.5,American Pale Wheat Ale,Mo’s Place Grill & BrewPub,1,-0.30808117985725403
Harvest Pale,3.857142857142857,3.6785714285714284,3.75,3.642857142857143,3.7142857142857144,3.8,English Bitter,Castle Rock Brewery,14,0.18195044994354248
Harvest Pale Ale,3.769230769230769,3.923076923076923,3.8461538461538463,3.6153846153846154,3.730769230769231,4.738461538461538,American Pale Ale (APA),Bridge Road Brewers,13,-0.3648636043071747
Harvest Pils,3.75,4.25,3.75,3.75,3.25,5.0,German Pilsener,Sprig & Fern Brewery,2,0.5836557149887085
Harvest Saison (G-13),4.0,4.166666666666667,3.8333333333333335,4.25,4.166666666666667,7.5,Saison / Farmhouse Ale,Stillwater Artisanal Ales,6,-0.23191258311271667
Harvest Saison Dry Hopped With Citra,4.1,4.0,4.0,4.3,4.1,7.040000000000001,Saison / Farmhouse Ale,Stillwater Artisanal Ales,5,-0.23191258311271667
Harvest Saison Dry Hopped With Citra And Summit,4.166666666666667,4.333333333333333,3.8333333333333335,4.333333333333333,4.166666666666667,7.040000000000001,Saison / Farmhouse Ale,Stillwater Artisanal Ales,3,-0.23191258311271667
Harvest Spice Ale,4.0,3.7,3.8,3.9,3.9,6.0,Herbed / Spiced Beer,John Harvard's Brewery & Ale House,5,0.009793311357498169
Harvest Wheat,3.0,2.0,3.0,3.0,3.0,5.0,American Adjunct Lager,Barley Mill Brew Pub / Trifons Pizza,1,0.043954282999038696
Harvest Wheat Ale,4.0,3.4,3.6,3.7,3.5,4.6,American Pale Wheat Ale,Garrison Brewing Company,5,-0.30808117985725403
Harvester Fresh Hop Pale,4.0,3.8,3.7,3.8,3.8,7.2,American Pale Ale (APA),Lift Bridge Brewery,5,-0.3648636043071747
Harvester Jim,3.5,3.5,3.8,3.6,3.7,6.5,American Brown Ale,Minneapolis Town Hall Brewery,5,-0.33238473534584045
Harvester Wheat,3.6666666666666665,3.3333333333333335,3.6666666666666665,3.6666666666666665,3.6666666666666665,5.071428571428571,American Pale Wheat Ale,River City Brewing Co.,3,-0.30808117985725403
Harvester's Ale,3.25,3.0,3.25,3.25,3.5,2.5,English Bitter,"Badger Brewery, Hall and Woodhouse",2,0.18195044994354248
Harvestmoon 10th Anniversary Barley Wine,3.0,2.5,4.0,3.5,2.0,8.0,American Barleywine,Maihama Beer Koubou Harvestmoon Brewery At Roti's House,1,-0.10246458649635315
Harvestmoon Brown Ale,3.0,4.0,3.5,2.5,2.0,5.5,English Brown Ale,Maihama Beer Koubou Harvestmoon Brewery At Roti's House,1,-0.2564704120159149
Harvey's Bicentenary Stout,5.0,4.5,4.0,5.0,4.5,8.0,Russian Imperial Stout,Harvey & Son Ltd.,1,-0.049226313829422
Harvey's Bitter,3.4166666666666665,3.1666666666666665,3.5,3.1666666666666665,3.1666666666666665,3.7999999999999994,English Bitter,Garrison Brewing Company,6,0.18195044994354248
Harvey's London Olympia Golden Ale,2.75,2.5,3.0,3.0,3.0,4.3,American Blonde Ale,Harvey & Son Ltd.,2,-0.2778026759624481
Harvey's Quatercentenary Ale,3.75,3.75,3.5,4.25,3.75,8.0,English Barleywine,Harvey & Son Ltd.,2,0.0043510496616363525
Harvey's South Down Harvest Ale,3.75,3.5,3.75,3.5,3.75,5.0,English Pale Ale,Harvey & Son Ltd.,2,-0.2627007067203522
Harveys 125 Years Lewes FC Ale,3.0,3.0,3.5,3.5,3.5,4.7,English Bitter,Harvey & Son Ltd.,1,0.18195044994354248
Harveys Armada Ale,3.875,3.75,3.75,4.0,4.125,4.5,English Bitter,Harvey & Son Ltd.,4,0.18195044994354248
Harveys Best,4.25,3.875,4.25,3.6666666666666665,3.9166666666666665,4.0,English Bitter,Harvey & Son Ltd.,12,0.18195044994354248
Harveys Blue Label,2.5,2.0,2.5,2.25,2.25,3.6,English Pale Ale,Harvey & Son Ltd.,2,-0.2627007067203522
Harveys Bluebell Railway 50th Anniversary Ale,3.0,3.0,3.5,3.5,3.0,4.8,English Bitter,Harvey & Son Ltd.,1,0.18195044994354248
Harveys Bonfire Boy,3.0,3.5,3.0,3.5,3.5,5.8,English Strong Ale,Harvey & Son Ltd.,1,-0.20866408944129944
Harveys Brown Bull Stout,4.0,4.5,4.5,4.5,4.0,4.9,English Stout,Harvey & Son Ltd.,1,-0.11671420931816101
Harveys Christmas Ale,3.7466666666666666,3.9133333333333336,3.6133333333333333,3.756666666666667,3.8933333333333335,8.1,Winter Warmer,Harvey & Son Ltd.,150,0.2362152636051178
Harveys Copperwheat,3.25,3.375,3.625,3.125,3.5,4.8,Hefeweizen,Harvey & Son Ltd.,4,0.6190725564956665
Harveys Elizabethan Ale,3.672566371681416,4.030973451327434,3.743362831858407,3.814159292035398,3.938053097345133,8.1,Old Ale,Harvey & Son Ltd.,113,-0.208486407995224
Harveys India Pale Ale,2.0,2.0,2.0,2.0,2.0,3.2,English India Pale Ale (IPA),Harvey & Son Ltd.,1,-0.2707068622112274
Harveys Kiss Ale,1.0,1.0,2.0,1.0,1.5,4.8,English Brown Ale,Harvey & Son Ltd.,1,-0.2564704120159149
Harveys Knots Of May,3.5,3.5,3.5,4.0,3.5,3.0,English Pale Mild Ale,Harvey & Son Ltd.,1,-0.27756550908088684
Harveys Lewes Castle Brown Ale,4.2,3.4,4.1,3.9,3.9,4.8,English Brown Ale,Harvey & Son Ltd.,5,-0.2564704120159149
Harveys Nut Brown Ale,2.1666666666666665,2.5,2.1666666666666665,2.1666666666666665,2.5,3.0,English Brown Ale,Harvey & Son Ltd.,3,-0.2564704120159149
Harveys Old Ale,3.25,3.5,3.375,3.375,3.375,3.6,Old Ale,Harvey & Son Ltd.,4,-0.208486407995224
Harveys Porter,3.740740740740741,3.5185185185185186,3.685185185185185,3.759259259259259,3.7962962962962963,4.8,English Porter,Harvey & Son Ltd.,27,0.3505847454071045
Harveys Star Of Eastbourne,4.0,4.0,4.0,4.0,4.0,5.5,English India Pale Ale (IPA),Harvey & Son Ltd.,2,-0.2707068622112274
Harveys Sussex Golden Ale,3.5,3.5,4.0,3.5,3.5,4.0,English Bitter,Harvey & Son Ltd.,1,0.18195044994354248
Harveys Sweet Sussex,2.0,3.25,2.75,2.75,2.5,2.8,Milk / Sweet Stout,Harvey & Son Ltd.,2,-0.16058054566383362
Harveys Tom Paine Original Ale,4.043478260869565,3.9347826086956523,3.6956521739130435,3.782608695652174,3.891304347826087,5.5,English Pale Ale,Harvey & Son Ltd.,23,-0.2627007067203522
Harveys Tom Paine Original Brown Ale,3.761904761904762,3.3333333333333335,3.642857142857143,3.4761904761904763,3.6666666666666665,5.0,English Brown Ale,Harvey & Son Ltd.,21,-0.2564704120159149
Harveys Tom Paine Original Old Porter,3.909090909090909,3.9393939393939394,3.8333333333333335,3.8181818181818183,3.878787878787879,4.8,English Porter,Harvey & Son Ltd.,33,0.3505847454071045
Harveys XX Mild Ale,3.0,3.2,3.4,3.3,2.8,3.0,English Dark Mild Ale,Harvey & Son Ltd.,5,-0.23968401551246643
Harwich Charter Ale,4.5,4.5,4.0,4.0,4.5,10.0,Old Ale,Elveden Ales,1,-0.208486407995224
Hasselhoff,3.8333333333333335,3.5,4.333333333333333,3.6666666666666665,3.8333333333333335,9.076,Weizenbock,Port Brewing Company / Pizza Port,3,0.5409967303276062
Hasseröder Premium Export,2.5,3.0,3.0,2.5,2.5,5.5,Dortmunder / Export Lager,Hasseröder Brauerei GmbH,1,0.390900582075119
Hasseröder Premium Pils,3.4761904761904763,3.261904761904762,3.4047619047619047,3.1666666666666665,3.3095238095238093,4.9,German Pilsener,Hasseröder Brauerei GmbH,21,0.5836557149887085
Hasseröder Premium Radler,1.0,1.5,2.5,1.0,2.0,2.7,Fruit / Vegetable Beer,Hasseröder Brauerei GmbH,1,-0.01621389389038086
Hasseröder Vier,2.5,2.5,3.5,3.0,2.5,4.0,Euro Pale Lager,Hasseröder Brauerei GmbH,1,0.1341695338487625
Hat Trick Tripel,3.5,4.0,4.0,3.5,4.0,8.9,Tripel,Tighthead Brewing Company,1,0.4301151633262634
Haunted Series Barleywine,4.0,3.5,4.0,4.0,3.5,11.0,American Barleywine,Yak and Yeti,1,-0.10246458649635315
Haunted Series Russian Imperial Stout,4.5,4.5,5.0,4.0,4.5,10.0,American Double / Imperial Stout,Yak and Yeti,1,-0.21776482462882996
Haus Pils,4.0,3.5,3.5,3.3333333333333335,3.5,4.3,German Pilsener,Messrs Maguire,3,0.5836557149887085
Haus Weiss,3.5,3.75,3.75,3.75,3.75,5.0,Hefeweizen,The Porterhouse Brewing Company,2,0.6190725564956665
Hausbéier,3.5,3.25,3.375,3.375,3.375,5.2,Euro Pale Lager,Brasserie Bofferding,4,0.1341695338487625
Have Another Mild,4.0,3.5,3.5,4.5,4.0,4.0,English Dark Mild Ale,Block 15 Brewery & Restaurant,1,-0.23968401551246643
Haven Heather Ale,4.0,3.5,4.0,4.0,4.0,4.3,Scottish Ale,Notch Brewing,1,-0.2322547733783722
Haver Ale,3.8627450980392157,3.3823529411764706,3.5784313725490198,3.6666666666666665,3.6666666666666665,4.5,Cream Ale,The Tap Brewing Company,51,-0.1892589032649994
Haver Scottish Ale,3.6666666666666665,3.3333333333333335,4.0,3.6666666666666665,3.3333333333333335,6.3,Scottish Ale,Equinox Brewing Company,3,-0.2322547733783722
Haverale Summer Brew,4.166666666666667,3.6666666666666665,3.5,4.0,4.0,4.7,American Amber / Red Ale,The Tap Brewing Company,3,-0.3161865174770355
Havercake Ale,4.625,4.125,4.25,4.25,4.125,4.7,English Bitter,Timothy Taylor & Co. Limited,4,0.18195044994354248
Havgassens Kabys Lundeborg,2.5,3.0,3.5,3.0,2.5,7.4,Belgian Strong Dark Ale,Bryggeriet Refsvindinge,1,-0.16589781641960144
Havisham Porter,3.5,3.5,4.5,3.5,3.5,6.673506493506492,American Porter,John Harvard's Brewery & Ale House,1,0.21495984494686127
Havoc Imperial Stout,4.25,4.5,4.25,4.25,4.5,9.5,American Double / Imperial Stout,Barley Brown's Brewpub,2,-0.21776482462882996
Havre Stout,3.5,3.5,3.2,3.3,3.5,7.0,Milk / Sweet Stout,Bryggeri Skovlyst,5,-0.16058054566383362
Hawaiian Coconut Porter,4.0,4.0,4.0,3.5,4.0,6.673506493506492,American Porter,Brewsters Brewing Company & Restaurant - Eleventh Avenue,2,0.21495984494686127
Hawaiian Honey,2.85,3.35,3.4,3.4,3.2,13.0,Braggot,Chicago Brewing Company,10,0.29034867882728577
Hawaïenne,2.5,2.0,2.75,2.0,2.0,4.0,American Pale Ale (APA),Le Grimoire,2,-0.3648636043071747
Hawbaker's Saison,4.0,3.75,4.25,4.0,3.75,7.040000000000001,Saison / Farmhouse Ale,The Farmers' Cabinet,2,-0.23191258311271667
Hawbaker's Sour Quad,4.0,4.5,3.5,4.5,4.0,6.44,American Wild Ale,The Farmers' Cabinet,1,-0.33344998955726624
Hawg Wash Belgian Pale Ale,4.0,4.0,4.166666666666667,4.0,4.0,4.75,Belgian Pale Ale,Good People Brewing Company,3,-0.17921850085258484
Hawks D.M.s Imperial Stout,4.204545454545454,4.159090909090909,4.136363636363637,4.2272727272727275,4.25,9.9,Russian Imperial Stout,Hawks Brewing,22,-0.049226313829422
Hay Bale,4.25,4.25,4.25,4.25,4.25,5.0,Kölsch,Mother Earth Brew Co.,2,0.5499070882797241
Hay Fever Hefeweizen,4.0,3.0,3.5,3.5,3.0,5.0200000000000005,Hefeweizen,Brewski Brewing Company,1,0.6190725564956665
Hayloft Bitter,3.5,3.0,3.5,3.5,3.0,3.9,English Bitter,Grafton Brewing Company,1,0.18195044994354248
Haymaker,3.782608695652174,3.5217391304347827,3.369565217391304,3.5434782608695654,3.739130434782609,5.0,English Pale Ale,Hook Norton Brewery Co. Ltd.,23,-0.2627007067203522
Haystack (English Summer Ale),4.1875,3.9375,4.0,3.9375,4.25,4.6,English Pale Ale,Minneapolis Town Hall Brewery,8,-0.2627007067203522
Haystack Blonde Ale,4.0,3.625,3.5,3.5,3.5,3.8,American Blonde Ale,Great Adirondack Steak And Seafood Co.,4,-0.2778026759624481
Hazed & Confused,4.833333333333333,4.0,4.333333333333333,4.5,4.333333333333333,5.071428571428571,American Pale Wheat Ale,Minneapolis Town Hall Brewery,3,-0.30808117985725403
Hazel Dell Honey Ale,3.0,3.0,3.5,3.0,3.0,4.42,American Blonde Ale,Hazel Dell Brewpub,1,-0.2778026759624481
Hazel Dell IPA,3.25,2.5,3.25,3.25,2.25,6.1,American IPA,Hazel Dell Brewpub,2,-0.28257158398628235
Hazel Dell Red Zone,3.25,3.25,3.75,3.0,3.25,5.6,American Amber / Red Ale,Hazel Dell Brewpub,2,-0.3161865174770355
Hazel Nut Brown Ale,3.25,4.25,3.0,2.75,3.25,4.86,English Brown Ale,The Merchant Ale House Restaurant & Brewpub,2,-0.2564704120159149
Hazelnoot Porter,2.5,3.0,3.75,2.75,2.75,5.5,American Porter,Huisbrouwerij Klein Duimpje,2,0.21495984494686127
Hazelnut Ale,3.0,3.25,3.5,3.75,3.25,5.66,American Brown Ale,Fort Collins Brewing,2,-0.33238479495048523
Hazelnut Brown,4.0,5.0,4.5,4.0,4.5,6.0,Herbed / Spiced Beer,Little Apple Brewing Company,1,0.009793311357498169
Hazelnut Brown Ale,3.1666666666666665,3.5,3.3333333333333335,2.8333333333333335,3.3333333333333335,5.7,American Brown Ale,Half Moon Restaurant & Brewery,3,-0.33238479495048523
Hazelnut Brown Nectar,4.054054054054054,4.06637519872814,3.978537360890302,3.9630365659777422,4.149046104928458,6.2,American Brown Ale,Rogue Ales,1258,-0.33238479495048523
Hazelnut Christmas Ale,3.125,3.625,3.5625,3.0625,3.125,5.66,American Brown Ale,Scrooge & Marley Brewing Co.,8,-0.33238479495048523
Hazelnut Porter,3.9375,4.125,3.875,3.875,4.3125,6.673506493506492,American Porter,Maumee Bay Brewing Company,8,0.21495984494686127
Hazlenut Stout,2.5,2.75,3.25,3.75,3.0,6.42,American Stout,Rocky River Brewing,2,-0.22222724556922913
Hazy Days,3.5,3.25,3.5,3.75,3.75,5.5,Hefeweizen,Granite Brewery & Restaurant,2,0.6190725564956665
Hazy Sun Blonde  (Belgian Blonde),3.875,3.875,3.875,3.875,4.0,5.8,Belgian Pale Ale,Minneapolis Town Hall Brewery,4,-0.17921844124794006
He'Brew Barrel Aged Messiah Bold With Rye,3.7857142857142856,4.214285714285714,4.142857142857143,3.857142857142857,4.0,5.66,American Brown Ale,Shmaltz Brewing Company,7,-0.33238479495048523
He'Brew Bittersweet Lenny's R.I.P.A.,3.8718836565096955,3.9909972299168976,4.164819944598338,4.060249307479224,4.070637119113574,10.0,American Double / Imperial IPA,Shmaltz Brewing Company,722,-0.2876265347003937
He'Brew Bittersweet Lenny's R.I.P.A. - Barrel-Aged,1.0,2.0,3.0,2.0,2.5,12.56,American Strong Ale,Shmaltz Brewing Company,1,-0.3154928982257843
He'Brew Bittersweet Lenny's R.I.P.A. - Cedar & Simcoe,4.0,4.0,4.0,4.5,5.0,10.0,American Double / Imperial IPA,Shmaltz Brewing Company,1,-0.2876265347003937
He'Brew Bittersweet Lenny's R.I.P.A. On Rye,3.659090909090909,3.9318181818181817,4.118181818181818,3.8727272727272726,3.9272727272727272,10.0,American Double / Imperial IPA,Shmaltz Brewing Company,110,-0.2876265347003937
He'Brew Genesis 10:10,3.638888888888889,3.7037037037037037,3.9583333333333335,3.675925925925926,3.736111111111111,10.0,Fruit / Vegetable Beer,Shmaltz Brewing Company,108,-0.01621389389038086
He'Brew Genesis 15:15,4.127450980392157,4.196078431372549,4.098039215686274,4.078431372549019,4.186274509803922,13.4,American Barleywine,Shmaltz Brewing Company,51,-0.10246458649635315
He'Brew Genesis Ale,3.6277602523659307,3.3722397476340693,3.6246056782334386,3.528391167192429,3.545741324921136,5.6,American Amber / Red Ale,Shmaltz Brewing Company,317,-0.3161865174770355
He'Brew Genesis Dry-Hopped Session Ale,4.0,3.5,3.7,3.9,4.0,5.2,American Pale Ale (APA),Shmaltz Brewing Company,5,-0.3648636043071747
He'Brew Hop Manna Test Batch #1,2.25,2.0,4.25,3.0,2.25,6.8,American IPA,Shmaltz Brewing Company,2,-0.28257158398628235
He'Brew Hop Manna Test Batch #2,3.4583333333333335,3.2916666666666665,3.625,3.6666666666666665,3.5,6.8,American IPA,Shmaltz Brewing Company,12,-0.28257158398628235
He'Brew Hop Manna Test Batch #3,2.625,2.5,3.125,3.0,2.75,6.8,American IPA,Shmaltz Brewing Company,4,-0.28257158398628235
He'Brew Hop Manna Test Batch #4,3.75,4.083333333333333,3.9166666666666665,3.9166666666666665,3.75,6.1,American IPA,Shmaltz Brewing Company,6,-0.28257158398628235
He'Brew Jewbelation 11,3.8634146341463413,3.892682926829268,4.095121951219512,4.058536585365854,4.060975609756097,11.0,American Strong Ale,Shmaltz Brewing Company,205,-0.3154928982257843
He'Brew Jewbelation 11 On Rye,3.3,3.8,3.7,3.6,3.8,12.56,American Strong Ale,Shmaltz Brewing Company,5,-0.3154928982257843
He'Brew Jewbelation 12,3.715311004784689,3.9545454545454546,3.916267942583732,3.9952153110047846,4.023923444976076,12.0,American Brown Ale,Shmaltz Brewing Company,209,-0.33238473534584045
He'Brew Jewbelation 5766 (9),3.9069767441860463,3.8294573643410854,4.0271317829457365,3.945736434108527,3.937984496124031,9.0,American Brown Ale,Shmaltz Brewing Company,129,-0.33238473534584045
He'Brew Jewbelation Bar Mitzvah (13),3.8372641509433962,4.004716981132075,4.040094339622642,4.05188679245283,4.158018867924528,13.0,American Strong Ale,Shmaltz Brewing Company,212,-0.3154928982257843
He'Brew Jewbelation Bar Mitzvah (13) Barrel-Aged On Rye,4.285714285714286,4.0,4.071428571428571,4.285714285714286,4.142857142857143,13.0,American Strong Ale,Shmaltz Brewing Company,7,-0.3154928982257843
He'Brew Jewbelation Fifteen,4.12962962962963,4.083333333333333,4.0092592592592595,4.12962962962963,4.185185185185185,15.0,American Strong Ale,Shmaltz Brewing Company,54,-0.3154928982257843
He'Brew Jewbelation Fourteen,3.826797385620915,3.9607843137254903,4.117647058823529,4.052287581699346,4.088235294117647,14.0,American Strong Ale,Shmaltz Brewing Company,153,-0.3154928982257843
He'Brew Jewbelation Vertical (Rye Whiskey Barrel Aged Blend),4.099236641221374,4.217557251908397,4.156488549618321,4.122137404580153,4.301526717557252,10.5,American Strong Ale,Shmaltz Brewing Company,131,-0.3154928982257843
He'Brew Jewbelation Vertical (Sazerac Bourbon Barrel Aged),5.0,5.0,4.0,4.5,5.0,10.5,American Strong Ale,Shmaltz Brewing Company,1,-0.3154928982257843
He'Brew Messiah Bold,3.5577464788732396,3.3901408450704227,3.656338028169014,3.3859154929577464,3.484507042253521,5.6,American Brown Ale,Shmaltz Brewing Company,355,-0.33238473534584045
He'Brew Messiah Stout,3.5,3.4615384615384617,3.8076923076923075,3.6538461538461537,3.5384615384615383,6.42,American Stout,Shmaltz Brewing Company,13,-0.22222724556922913
He'Brew Miraculous Jewbelation (8),3.7872340425531914,3.675531914893617,3.851063829787234,3.6968085106382977,3.75531914893617,8.0,American Porter,Shmaltz Brewing Company,94,0.21495984494686127
He'Brew Monumental Jewbelation (10),3.7867132867132867,3.902097902097902,4.0524475524475525,3.979020979020979,3.9265734265734267,10.0,American Brown Ale,Shmaltz Brewing Company,143,-0.33238473534584045
He'Brew Origin Pomegranate Ale,3.544600938967136,3.572769953051643,3.7934272300469485,3.5469483568075115,3.5774647887323945,8.0,American Strong Ale,Shmaltz Brewing Company,213,-0.3154928982257843
He'Brew Origin Pomegranate Ale - Barrel-Aged,3.2,3.4,3.5,3.1,2.9,12.56,American Strong Ale,Shmaltz Brewing Company,5,-0.3154928982257843
